gene,CONSEL_hypo0,IQTree_hypo0,IQTree2_hypo0,runtime_CONSEL,runtime_IQTree,runtime_IQTree2
rpoC2_ge,0.305,0.312,0.313,26.182,65.905,51.464
ndhD_ge,0.058,0.0671,0.0576,4.692,16.123,13.441
psbD_ge,7e-59,1.31e-54,0.00016,3.874,9.979,10.947
atpA_ge,0.082,0.0828,0.0869,6.441,15.717,16.321
atpH_ge,0.008,0.00591,0.00706,0.774,1.866,2.366
rps15_ge,0.055,0.0568,0.0575,0.943,2.078,2.164
rpl22_ge,0.013,0.0125,0.0128,1.925,4.861,4.669
ycf1_ge,0.129,0.146,0.13,39.941,211.88,194.048
rps8_ge,0.01,0.00979,0.00622,1.917,4.813,6.268
rpl36_ge,1e-10,1.2e-06,3.08e-07,0.752,2.671,2.81
ccsA_ge,0.11,0.105,0.101,5.43,12.79,10.927
psaC_ge,0.002,0.00256,0.00172,1.143,2.479,2.378
rpoB_ge,0.069,0.0664,0.0661,13.943,58.664,46.506
ndhA_ge,0.085,0.0904,0.0842,18.247,54.155,41.069
rps11_ge,0.045,0.0446,0.0503,2.207,6.219,6.345
psbF_ge,3e-08,5.76e-11,1.44e-06,0.725,1.67,1.427
psbH_ge,0.082,0.0858,0.0804,1.285,2.582,3.768
rpl14_ge,0.017,0.014,0.0188,1.78,4.736,6.304
rpl33_ge,0.001,0.00145,0.00146,1.208,4.518,3.983
ndhG_ge,0.043,0.0394,0.0471,2.724,8.345,9.516
psaJ_ge,0.035,0.036,0.0344,0.872,1.865,1.713
cemA_ge,0,0.142,0.138,0.007,8.24,8.585
petB_ge,0.082,0.0749,0.0799,12.348,26.245,17.725
accD_ge,0.147,0.143,0.149,17.577,34.023,30.815
rps12_ge,0.034,0.0368,0.035,5.071,11.462,10.158
rpl32_ge,0.009,0.00723,0.0104,1.656,3.549,4.052
atpF_ge,0.004,0.00499,0.0046,10.108,34.094,31.113
clpP_ge,0.036,0.0341,0.0302,16.779,60.53,48.619
atpB_ge,0.036,0.0358,0.0423,6.046,23.545,19.885
rpoA_ge,0.033,0.0279,0.0297,6.989,18.848,15.588
petG_ge,3e-11,5.11e-08,2.86e-06,0.506,1.24,1.449
rpoC1_ge,0.031,0.0331,0.0355,15.465,52.309,56.522
petL_ge,0.001,0.00157,0.00119,0.634,2.795,2.032
psbC_ge,0.012,0.0178,0.0104,5.204,14.167,13.442
psbE_ge,0.01,0.00888,0.0113,1.226,3.664,3.056
psbT_ge,0.0002,0.00048,0.00107,0.616,3.504,3.185
psbL_ge,0.0001,0.000127,2.29e-05,0.717,2.038,2.608
ndhC_ge,0.024,0.0213,0.0157,1.601,4.348,3.415
rbcL_ge,0.197,0.182,0.191,4.907,13.235,11.802
psbN_ge,0.006,0.0088,0.00752,0.755,1.944,1.522
ndhJ_ge,0.002,0.00135,0.00163,2.084,5.686,6.211
psbI_ge,0.0001,0.00111,0.000226,0.591,2.214,2.504
rps14_ge,0.037,0.0297,0.0281,1.629,4.498,3.15
ndhI_ge,0.024,0.0253,0.0339,2.458,6.649,5.999
psbZ_ge,0.006,0.00586,0.00699,0.957,2.283,1.673
petD_ge,0.336,0.325,0.313,8.018,23.827,24.833
psaI_ge,0.0002,0.000138,0.000114,0.66,1.899,2.338
psbM_ge,5e-05,0.000474,0.000148,0.542,2.165,1.564
petN_ge,6e-05,8.93e-07,1.43e-05,0.374,0.587,0.598
ycf3_ge,0.026,0.0281,0.0253,10.252,51.993,51.975
psaA_ge,0.151,0.149,0.15,6.767,24.439,25.377
rps16_ge,0.073,0.0738,0.076,9.317,50.48,45.676
ndhH_ge,0.074,0.0772,0.0795,4.125,12.13,15.983
atpE_ge,0.128,0.112,0.104,2.344,6.378,4.685
rps3_ge,0.272,0.288,0.279,4.452,12.818,9.957
petA_ge,0.023,0.027,0.0271,4.18,14.566,13.184
rpl23_ge,0.015,0.0183,0.0179,1.676,9.416,7.889
atpI_ge,0.056,0.062,0.0604,4.14,12.091,11.599
ndhE_ge,0.016,0.0178,0.016,1.067,4.461,4.316
rpl20_ge,0.05,0.0462,0.0484,2.152,3.961,6.309
psbB_ge,0.226,0.235,0.243,7.443,17.642,16.59
rps18_ge,0.029,0.0202,0.0211,4.755,15.957,15.016
rps4_ge,0.029,0.0259,0.0286,3.919,9.528,9.838
matK_ge,0.023,0.023,0.0264,10.029,25.235,18.173
ndhB_ge,0.016,0.0207,0.0218,12.208,32.937,34.631
psbJ_ge,2e-05,0.000103,3.25e-05,0.469,1.214,1.412
rpl2_ge,0.071,0.0666,0.078,6.045,22.889,22.354
psbK_ge,0.223,0.229,0.194,0.672,1.878,1.855
rpl16_ge,0.106,0.097,0.102,14.04,28.824,30.236
rps19_ge,0.009,0.0147,0.0132,2.371,9.272,6.084
psaB_ge,0.181,0.168,0.158,9.853,28.49,20.887
ndhK_ge,0.269,0.293,0.275,3.91,7.932,6.566
ycf2_ge,0.016,0.0122,0.0166,28.384,392.132,391.216
psbA_ge,0.033,0.0286,0.034,3.403,8.606,15.168
rps2_ge,0.028,0.0276,0.0249,4.095,17.665,19.26
rps7_ge,0.014,0.0125,0.0126,3.399,8.804,6.485
ndhF_ge,0.096,0.0914,0.0944,8.781,21.163,23.306
ycf4_ge,0.029,0.0312,0.0367,3.052,6.932,8.415
